id,module_code,module,submodule,feature,origin,source,status,backend,frontend,tests,docs,depends_on,notes
REP-017,REP,Reputation & Authority Management,,Authority backlinks,Feature Inventory,Inventory §30 p.18,Tested,Done,Done,Done,Pending,,"Authority backlinks: won placements recorded as backlink assets with DA/anchor/link-type details (tenant-entered DA, no invented metrics). Phase 17."
REP-018,REP,Reputation & Authority Management,,Social proof,Feature Inventory,Inventory §30 p.18,Tested,Done,Done,Done,Pending,,"Reputation: reviews (source/rating/body/response), review-acquisition requests (email/sms), rating + sentiment aggregation (derived from rating), authority assets (awards/certs/logos/proof), fixture review import. Stage 9."
REP-019,REP,Reputation & Authority Management,,Proof-first landing pages,Feature Inventory,Inventory §30 p.18,Tested,Done,Done,Done,Pending,,"Proof-first landing pages: createProofPage assembles a draft from real records only (4-star+ reviews with text, client logos, published case studies) and refuses with zero proof. Phase 17."
DPR-001,DPR,Digital PR,,Press releases,Feature Inventory,Inventory §31 p.18,Tested,Done,Done,Done,Pending,,Digital PR: outreach campaigns + prospect pipeline (identified->contacted->replied->won/lost) + placements (media coverage/backlink w/ anchor + DA) + brand-mention/citation tracking. Stage 9.
DPR-002,DPR,Digital PR,,Journalist outreach,Feature Inventory,Inventory §31 p.18,Tested,Done,Done,Done,Pending,,Digital PR: outreach campaigns + prospect pipeline (identified->contacted->replied->won/lost) + placements (media coverage/backlink w/ anchor + DA) + brand-mention/citation tracking. Stage 9.
DPR-003,DPR,Digital PR,,Expert commentary,Feature Inventory,Inventory §31 p.18,Partially Implemented,Done,Done,Done,Pending,,Expert commentary/industry-publication targeting/research stories via outreach prospects + content. Stage 9.
DPR-004,DPR,Digital PR,,Industry publications,Feature Inventory,Inventory §31 p.18,Partially Implemented,Done,Done,Done,Pending,,Expert commentary/industry-publication targeting/research stories via outreach prospects + content. Stage 9.
DPR-005,DPR,Digital PR,,Media pitching,Feature Inventory,Inventory §31 p.18,Tested,Done,Done,Done,Pending,,Digital PR: outreach campaigns + prospect pipeline (identified->contacted->replied->won/lost) + placements (media coverage/backlink w/ anchor + DA) + brand-mention/citation tracking. Stage 9.
DPR-006,DPR,Digital PR,,Guest articles,Feature Inventory,Inventory §31 p.18,Tested,Done,Done,Done,Pending,,Digital PR: outreach campaigns + prospect pipeline (identified->contacted->replied->won/lost) + placements (media coverage/backlink w/ anchor + DA) + brand-mention/citation tracking. Stage 9.
DPR-007,DPR,Digital PR,,Awards submissions,Feature Inventory,Inventory §31 p.18,Tested,Done,Done,Done,Pending,,Digital PR: outreach campaigns + prospect pipeline (identified->contacted->replied->won/lost) + placements (media coverage/backlink w/ anchor + DA) + brand-mention/citation tracking. Stage 9.
DPR-008,DPR,Digital PR,,Partner announcements,Feature Inventory,Inventory §31 p.18,Tested,Done,Done,Done,Pending,,Digital PR: outreach campaigns + prospect pipeline (identified->contacted->replied->won/lost) + placements (media coverage/backlink w/ anchor + DA) + brand-mention/citation tracking. Stage 9.
DPR-009,DPR,Digital PR,,Research stories,Feature Inventory,Inventory §31 p.18,Partially Implemented,Done,Done,Done,Pending,,Expert commentary/industry-publication targeting/research stories via outreach prospects + content. Stage 9.
DPR-010,DPR,Digital PR,,Executive thought leadership,Feature Inventory,Inventory §31 p.18,Tested,Done,Done,Done,Pending,,Digital PR: outreach campaigns + prospect pipeline (identified->contacted->replied->won/lost) + placements (media coverage/backlink w/ anchor + DA) + brand-mention/citation tracking. Stage 9.
DPR-011,DPR,Digital PR,,Backlink acquisition,Feature Inventory,Inventory §31 p.18,Tested,Done,Done,Done,Pending,,Digital PR: outreach campaigns + prospect pipeline (identified->contacted->replied->won/lost) + placements (media coverage/backlink w/ anchor + DA) + brand-mention/citation tracking. Stage 9.
DPR-012,DPR,Digital PR,,Brand mentions,Feature Inventory,Inventory §31 p.18,Tested,Done,Done,Done,Pending,,Digital PR: outreach campaigns + prospect pipeline (identified->contacted->replied->won/lost) + placements (media coverage/backlink w/ anchor + DA) + brand-mention/citation tracking. Stage 9.
DPR-013,DPR,Digital PR,,Authority citations,Feature Inventory,Inventory §31 p.19,Tested,Done,Done,Done,Pending,,Digital PR: outreach campaigns + prospect pipeline (identified->contacted->replied->won/lost) + placements (media coverage/backlink w/ anchor + DA) + brand-mention/citation tracking. Stage 9.
LINK-001,LINK,Link Building,,Backlink audit,Feature Inventory,Inventory §32 p.19,Planned,Pending,Pending,Pending,Pending,,Backlink audit + toxic-link identification + competitor backlink analysis need external link data (Ahrefs/GSC via INTG). ADR-0007.
LINK-002,LINK,Link Building,,Toxic-link identification,Feature Inventory,Inventory §32 p.19,Planned,Pending,Pending,Pending,Pending,,Backlink audit + toxic-link identification + competitor backlink analysis need external link data (Ahrefs/GSC via INTG). ADR-0007.
LINK-003,LINK,Link Building,,Competitor backlink analysis,Feature Inventory,Inventory §32 p.19,Planned,Pending,Pending,Pending,Pending,,Backlink audit + toxic-link identification + competitor backlink analysis need external link data (Ahrefs/GSC via INTG). ADR-0007.
LINK-004,LINK,Link Building,,Outreach,Feature Inventory,Inventory §32 p.19,Tested,Done,Done,Done,Pending,,Link building: outreach prospects + placements (acquired backlink w/ anchor + DA + dofollow/nofollow) across guest/resource/partner/citation/authority links; backlink monitoring = won placements. Stage 9.
LINK-005,LINK,Link Building,,Digital PR links,Feature Inventory,Inventory §32 p.19,Tested,Done,Done,Done,Pending,,Link building: outreach prospects + placements (acquired backlink w/ anchor + DA + dofollow/nofollow) across guest/resource/partner/citation/authority links; backlink monitoring = won placements. Stage 9.
LINK-006,LINK,Link Building,,Industry links,Feature Inventory,Inventory §32 p.19,Tested,Done,Done,Done,Pending,,Link building: outreach prospects + placements (acquired backlink w/ anchor + DA + dofollow/nofollow) across guest/resource/partner/citation/authority links; backlink monitoring = won placements. Stage 9.
LINK-007,LINK,Link Building,,Local links,Feature Inventory,Inventory §32 p.19,Tested,Done,Done,Done,Pending,,Link building: outreach prospects + placements (acquired backlink w/ anchor + DA + dofollow/nofollow) across guest/resource/partner/citation/authority links; backlink monitoring = won placements. Stage 9.
LINK-008,LINK,Link Building,,Guest posts,Feature Inventory,Inventory §32 p.19,Tested,Done,Done,Done,Pending,,Link building: outreach prospects + placements (acquired backlink w/ anchor + DA + dofollow/nofollow) across guest/resource/partner/citation/authority links; backlink monitoring = won placements. Stage 9.
LINK-009,LINK,Link Building,,Resource links,Feature Inventory,Inventory §32 p.19,Tested,Done,Done,Done,Pending,,Link building: outreach prospects + placements (acquired backlink w/ anchor + DA + dofollow/nofollow) across guest/resource/partner/citation/authority links; backlink monitoring = won placements. Stage 9.
LINK-010,LINK,Link Building,,Partner links,Feature Inventory,Inventory §32 p.19,Tested,Done,Done,Done,Pending,,Link building: outreach prospects + placements (acquired backlink w/ anchor + DA + dofollow/nofollow) across guest/resource/partner/citation/authority links; backlink monitoring = won placements. Stage 9.
LINK-011,LINK,Link Building,,Citation links,Feature Inventory,Inventory §32 p.19,Tested,Done,Done,Done,Pending,,Link building: outreach prospects + placements (acquired backlink w/ anchor + DA + dofollow/nofollow) across guest/resource/partner/citation/authority links; backlink monitoring = won placements. Stage 9.
LINK-012,LINK,Link Building,,Authority-building links,Feature Inventory,Inventory §32 p.19,Tested,Done,Done,Done,Pending,,Link building: outreach prospects + placements (acquired backlink w/ anchor + DA + dofollow/nofollow) across guest/resource/partner/citation/authority links; backlink monitoring = won placements. Stage 9.
LINK-013,LINK,Link Building,,Backlink monitoring,Feature Inventory,Inventory §32 p.19,Tested,Done,Done,Done,Pending,,Link building: outreach prospects + placements (acquired backlink w/ anchor + DA + dofollow/nofollow) across guest/resource/partner/citation/authority links; backlink monitoring = won placements. Stage 9.
OMNI-001,OMNI,Omnichannel Marketing,,SEO,Feature Inventory,Inventory §33 p.19,Tested,Done,Done,Done,Pending,,"OmnichannelService rolls up per-channel performance from real rows: SEO (tracked keywords), Paid Ads (clicks), Email + SMS (sent), Content (published), Retargeting (audience size), AI Search (mentions). A channel with no data is reported inactive with a zero metric, never fabricated. Tested."
OMNI-002,OMNI,Omnichannel Marketing,,Google Maps,Feature Inventory,Inventory §33 p.19,Tested,Yes,Yes,Yes,Yes,,"Google Maps surfaced as a distinct coordinated channel (Phase 24): the omnichannel rollup measures the GBP surface Local SEO already runs - locations with gbp_place_id, consistent citations - linked to /seo/local. Live Maps insights (views, direction requests) need the GBP connector (INTG) and are never invented. Tested in OmnichannelCoverageTest."
OMNI-003,OMNI,Omnichannel Marketing,,Google Ads,Feature Inventory,Inventory §33 p.19,Tested,Done,Done,Done,Pending,,"OmnichannelService rolls up per-channel performance from real rows: SEO (tracked keywords), Paid Ads (clicks), Email + SMS (sent), Content (published), Retargeting (audience size), AI Search (mentions). A channel with no data is reported inactive with a zero metric, never fabricated. Tested."
OMNI-004,OMNI,Omnichannel Marketing,,Bing or Microsoft Ads,Feature Inventory,Inventory §33 p.19,Tested,Yes,Yes,Yes,Yes,,"Microsoft/Bing Ads surfaced as a distinct channel (Phase 24): the advertising module already manages campaigns per platform (ad_campaigns.platform=microsoft); the rollup now reports its own campaigns + clicks from recorded AdMetric rows, same fixture-provider discipline as Google Ads. Live API sync stays connector-gated. Tested in OmnichannelCoverageTest."
OMNI-005,OMNI,Omnichannel Marketing,,LinkedIn,Feature Inventory,Inventory §33 p.19,Tested,Yes,Yes,Yes,Yes,,"LinkedIn surfaced as a distinct channel (Phase 24): published posts from the Stage 8 pipeline (social_posts.channel=linkedin) as the primary metric, LinkedIn ad clicks (platform=linkedin) on the detail line, linked to /content/social. Per-network live impressions need the platform credentials. Tested in OmnichannelCoverageTest."
OMNI-006,OMNI,Omnichannel Marketing,,Facebook,Feature Inventory,Inventory §33 p.19,Tested,Yes,Yes,Yes,Yes,,Facebook surfaced as a distinct channel (Phase 24): published posts (channel=facebook) + Meta ad clicks (platform=meta) in the rollup. Per-network live insights need the Meta credentials (see META module). Tested in OmnichannelCoverageTest.
OMNI-007,OMNI,Omnichannel Marketing,,X / Twitter,Feature Inventory,Inventory §33 p.19,Tested,Yes,Yes,Yes,Yes,,X/Twitter surfaced as a distinct channel (Phase 24): the Stage 8 pipeline already schedules/publishes to channel=x; the rollup measures its published posts. Live network metrics need the X API. Tested in OmnichannelCoverageTest.
OMNI-008,OMNI,Omnichannel Marketing,,YouTube,Feature Inventory,Inventory §33 p.19,Tested,Yes,Yes,Yes,Yes,,YouTube surfaced as a distinct channel (Phase 24): published posts (channel=youtube) + YouTube ad clicks (platform=youtube) in the rollup. Live channel analytics need the YouTube API. Tested in OmnichannelCoverageTest.
OMNI-009,OMNI,Omnichannel Marketing,,Email,Feature Inventory,Inventory §33 p.19,Tested,Done,Done,Done,Pending,,"OmnichannelService rolls up per-channel performance from real rows: SEO (tracked keywords), Paid Ads (clicks), Email + SMS (sent), Content (published), Retargeting (audience size), AI Search (mentions). A channel with no data is reported inactive with a zero metric, never fabricated. Tested."
OMNI-010,OMNI,Omnichannel Marketing,,SMS,Feature Inventory,Inventory §33 p.19,Tested,Done,Done,Done,Pending,,"OmnichannelService rolls up per-channel performance from real rows: SEO (tracked keywords), Paid Ads (clicks), Email + SMS (sent), Content (published), Retargeting (audience size), AI Search (mentions). A channel with no data is reported inactive with a zero metric, never fabricated. Tested."
OMNI-011,OMNI,Omnichannel Marketing,,Video,Feature Inventory,Inventory §33 p.19,Tested,Yes,Yes,Yes,Yes,,"Video surfaced as a distinct channel (Phase 24): video formats are first-class content types (video/webinar); the rollup counts published video pieces, linked to /content/pieces. Tested in OmnichannelCoverageTest."
OMNI-012,OMNI,Omnichannel Marketing,,Content,Feature Inventory,Inventory §33 p.19,Tested,Done,Done,Done,Pending,,"OmnichannelService rolls up per-channel performance from real rows: SEO (tracked keywords), Paid Ads (clicks), Email + SMS (sent), Content (published), Retargeting (audience size), AI Search (mentions). A channel with no data is reported inactive with a zero metric, never fabricated. Tested."
OMNI-013,OMNI,Omnichannel Marketing,,Retargeting,Feature Inventory,Inventory §33 p.19,Tested,Done,Done,Done,Pending,,"OmnichannelService rolls up per-channel performance from real rows: SEO (tracked keywords), Paid Ads (clicks), Email + SMS (sent), Content (published), Retargeting (audience size), AI Search (mentions). A channel with no data is reported inactive with a zero metric, never fabricated. Tested."
OMNI-014,OMNI,Omnichannel Marketing,,AI Search,Feature Inventory,Inventory §33 p.19,Tested,Done,Done,Done,Pending,,"OmnichannelService rolls up per-channel performance from real rows: SEO (tracked keywords), Paid Ads (clicks), Email + SMS (sent), Content (published), Retargeting (audience size), AI Search (mentions). A channel with no data is reported inactive with a zero metric, never fabricated. Tested."
OMNI-015,OMNI,Omnichannel Marketing,,Public relations,Feature Inventory,Inventory §33 p.19,Tested,Yes,Yes,Yes,Yes,,"Public relations surfaced as a distinct channel (Phase 24): the Phase 17 earned-media pipeline feeds it - placements actually won (outreach_prospects status=won with placement_url), authority assets on the detail line, linked to /content/outreach. Pitched-but-not-won never counts. Tested in OmnichannelCoverageTest."
OMNI-016,OMNI,Omnichannel Marketing,,One prospect record coordinated across channels,Feature Inventory,Inventory §33 p.19,Tested,Done,Done,Done,Pending,,"Unified prospect record: one contact's cross-channel journey (chronological touchpoints, lifecycle stage, lead score, first/last touch) shared with the attribution model so the revenue trail is the same data. Tested."
OMNI-017,OMNI,Omnichannel Marketing,,Unified CRM identity and lifecycle,Feature Inventory,Inventory §33 p.19,Tested,Done,Done,Done,Pending,,"Unified prospect record: one contact's cross-channel journey (chronological touchpoints, lifecycle stage, lead score, first/last touch) shared with the attribution model so the revenue trail is the same data. Tested."
OMNI-018,OMNI,Omnichannel Marketing,,Unified revenue trail and attribution,Feature Inventory,Inventory §33 p.19,Tested,Done,Done,Done,Pending,,"Unified prospect record: one contact's cross-channel journey (chronological touchpoints, lifecycle stage, lead score, first/last touch) shared with the attribution model so the revenue trail is the same data. Tested."
FUNL-001,FUNL,Funnel Management,Top of funnel,SEO,Feature Inventory,Inventory §34 p.19,Tested,Pending,Pending,Pending,Pending,,"Funnel Builder (Module 05): attachable to funnel stages as site_page (typed SEO pages incl. service/location) via funnel_assets (allow-listed types, tenant-sealed references), surfaced on the funnel map with links and gap flags; cumulative stage conversion measured from real contacts. FunnelBuilderTest."
FUNL-002,FUNL,Funnel Management,Top of funnel,Blogs,Feature Inventory,Inventory §34 p.19,Tested,Pending,Pending,Pending,Pending,,"Funnel Builder (Module 05): attachable to funnel stages as content (article/pillar pieces) via funnel_assets (allow-listed types, tenant-sealed references), surfaced on the funnel map with links and gap flags; cumulative stage conversion measured from real contacts. FunnelBuilderTest."
FUNL-003,FUNL,Funnel Management,Top of funnel,Social media,Feature Inventory,Inventory §34 p.19,Tested,Pending,Pending,Pending,Pending,,"Funnel Builder (Module 05): attachable to funnel stages as social posts via funnel_assets (allow-listed types, tenant-sealed references), surfaced on the funnel map with links and gap flags; cumulative stage conversion measured from real contacts. FunnelBuilderTest."
FUNL-004,FUNL,Funnel Management,Top of funnel,Video,Feature Inventory,Inventory §34 p.19,Tested,Pending,Pending,Pending,Pending,,"Funnel Builder (Module 05): attachable to funnel stages as content (video type) via funnel_assets (allow-listed types, tenant-sealed references), surfaced on the funnel map with links and gap flags; cumulative stage conversion measured from real contacts. FunnelBuilderTest."
FUNL-005,FUNL,Funnel Management,Top of funnel,Awareness ads,Feature Inventory,Inventory §34 p.19,Tested,Pending,Pending,Pending,Pending,,"Funnel Builder (Module 05): attachable to funnel stages as ad_campaign via funnel_assets (allow-listed types, tenant-sealed references), surfaced on the funnel map with links and gap flags; cumulative stage conversion measured from real contacts. FunnelBuilderTest."
FUNL-006,FUNL,Funnel Management,Top of funnel,Thought leadership,Feature Inventory,Inventory §34 p.20,Tested,Pending,Pending,Pending,Pending,,"Funnel Builder (Module 05): attachable to funnel stages as content (thought-leadership pieces) via funnel_assets (allow-listed types, tenant-sealed references), surfaced on the funnel map with links and gap flags; cumulative stage conversion measured from real contacts. FunnelBuilderTest."
FUNL-007,FUNL,Funnel Management,Middle of funnel,Guides,Feature Inventory,Inventory §34 p.20,Tested,Pending,Pending,Pending,Pending,,"Funnel Builder (Module 05): attachable to funnel stages as content (guide type) via funnel_assets (allow-listed types, tenant-sealed references), surfaced on the funnel map with links and gap flags; cumulative stage conversion measured from real contacts. FunnelBuilderTest."
FUNL-008,FUNL,Funnel Management,Middle of funnel,E-books,Feature Inventory,Inventory §34 p.20,Tested,Pending,Pending,Pending,Pending,,"Funnel Builder (Module 05): attachable to funnel stages as content (ebook type) via funnel_assets (allow-listed types, tenant-sealed references), surfaced on the funnel map with links and gap flags; cumulative stage conversion measured from real contacts. FunnelBuilderTest."
FUNL-009,FUNL,Funnel Management,Middle of funnel,Webinars,Feature Inventory,Inventory §34 p.20,Tested,Pending,Pending,Pending,Pending,,"Funnel Builder (Module 05): attachable to funnel stages as content (webinar type) via funnel_assets (allow-listed types, tenant-sealed references), surfaced on the funnel map with links and gap flags; cumulative stage conversion measured from real contacts. FunnelBuilderTest."
FUNL-010,FUNL,Funnel Management,Middle of funnel,Case studies,Feature Inventory,Inventory §34 p.20,Tested,Pending,Pending,Pending,Pending,,"Funnel Builder (Module 05): attachable to funnel stages as content (case_study type) via funnel_assets (allow-listed types, tenant-sealed references), surfaced on the funnel map with links and gap flags; cumulative stage conversion measured from real contacts. FunnelBuilderTest."
FUNL-011,FUNL,Funnel Management,Middle of funnel,Retargeting,Feature Inventory,Inventory §34 p.20,Tested,Pending,Pending,Pending,Pending,,"Funnel Builder (Module 05): attachable to funnel stages as retargeting audiences via funnel_assets (allow-listed types, tenant-sealed references), surfaced on the funnel map with links and gap flags; cumulative stage conversion measured from real contacts. FunnelBuilderTest."
FUNL-012,FUNL,Funnel Management,Middle of funnel,Email nurturing,Feature Inventory,Inventory §34 p.20,Tested,Done,Done,Done,Pending,,"Funnel engine: funnels + funnel_stages mapped to lifecycle, per-stage counts (FunnelService), post-conversion sales notification + follow-up (workflow actions) + pipeline tracking (CRM). Stage 6. Module 05: email campaigns and workflows also attachable to funnel stages as executable assets."
FUNL-013,FUNL,Funnel Management,Bottom of funnel,Assessments,Feature Inventory,Inventory §34 p.20,Tested,Pending,Pending,Pending,Pending,,"Funnel Builder (Module 05): attachable to funnel stages as forms (assessment) via funnel_assets (allow-listed types, tenant-sealed references), surfaced on the funnel map with links and gap flags; cumulative stage conversion measured from real contacts. FunnelBuilderTest."
FUNL-014,FUNL,Funnel Management,Bottom of funnel,Consultation,Feature Inventory,Inventory §34 p.20,Tested,Pending,Pending,Pending,Pending,,"Funnel Builder (Module 05): attachable to funnel stages as booking_page via funnel_assets (allow-listed types, tenant-sealed references), surfaced on the funnel map with links and gap flags; cumulative stage conversion measured from real contacts. FunnelBuilderTest."
FUNL-015,FUNL,Funnel Management,Bottom of funnel,Pricing conversation,Feature Inventory,Inventory §34 p.20,Tested,Pending,Pending,Pending,Pending,,"Funnel Builder (Module 05): attachable to funnel stages as booking_page (pricing conversation) via funnel_assets (allow-listed types, tenant-sealed references), surfaced on the funnel map with links and gap flags; cumulative stage conversion measured from real contacts. FunnelBuilderTest."
FUNL-016,FUNL,Funnel Management,Bottom of funnel,Demo,Feature Inventory,Inventory §34 p.20,Tested,Pending,Pending,Pending,Pending,,"Funnel Builder (Module 05): attachable to funnel stages as booking_page (demo) via funnel_assets (allow-listed types, tenant-sealed references), surfaced on the funnel map with links and gap flags; cumulative stage conversion measured from real contacts. FunnelBuilderTest."
FUNL-017,FUNL,Funnel Management,Bottom of funnel,Meeting,Feature Inventory,Inventory §34 p.20,Tested,Pending,Pending,Pending,Pending,,"Funnel Builder (Module 05): attachable to funnel stages as booking_page (meeting) via funnel_assets (allow-listed types, tenant-sealed references), surfaced on the funnel map with links and gap flags; cumulative stage conversion measured from real contacts. FunnelBuilderTest."
FUNL-018,FUNL,Funnel Management,Bottom of funnel,Case-study proof,Feature Inventory,Inventory §34 p.20,Tested,Pending,Pending,Pending,Pending,,"Funnel Builder (Module 05): attachable to funnel stages as content (case_study at BOF) via funnel_assets (allow-listed types, tenant-sealed references), surfaced on the funnel map with links and gap flags; cumulative stage conversion measured from real contacts. FunnelBuilderTest."
FUNL-019,FUNL,Funnel Management,Bottom of funnel,ROI calculation,Feature Inventory,Inventory §34 p.20,Planned,Pending,Pending,Pending,Pending,,"Funnel-stage categories (tof/mof/bof/post) are modeled + counted now (FUNL-024); the content/channel/booking features themselves are owned by SEO (S7), Ads (S8), Content (S9), Booking/Sales (S10)."
FUNL-020,FUNL,Funnel Management,Post-conversion,Lead scoring,Feature Inventory,Inventory §34 p.20,Partially Implemented,Done,Done,Done,Pending,,lead_score field + workflow change_score action tested; full scoring model is Stage 10 LSCR. Stage 6.
FUNL-021,FUNL,Funnel Management,Post-conversion,Sales notification,Feature Inventory,Inventory §34 p.20,Tested,Done,Done,Done,Pending,,"Funnel engine: funnels + funnel_stages mapped to lifecycle, per-stage counts (FunnelService), post-conversion sales notification + follow-up (workflow actions) + pipeline tracking (CRM). Stage 6."
FUNL-022,FUNL,Funnel Management,Post-conversion,Meeting booking,Feature Inventory,Inventory §34 p.20,Tested,Pending,Pending,Pending,Pending,,"Funnel Builder (Module 05): attachable to funnel stages as booking_page via funnel_assets (allow-listed types, tenant-sealed references), surfaced on the funnel map with links and gap flags; cumulative stage conversion measured from real contacts. FunnelBuilderTest."
FUNL-023,FUNL,Funnel Management,Post-conversion,Follow-up,Feature Inventory,Inventory §34 p.20,Tested,Done,Done,Done,Pending,,"Funnel engine: funnels + funnel_stages mapped to lifecycle, per-stage counts (FunnelService), post-conversion sales notification + follow-up (workflow actions) + pipeline tracking (CRM). Stage 6."
FUNL-024,FUNL,Funnel Management,Post-conversion,Pipeline tracking,Feature Inventory,Inventory §34 p.20,Tested,Done,Done,Done,Pending,,"Funnel engine: funnels + funnel_stages mapped to lifecycle, per-stage counts (FunnelService), post-conversion sales notification + follow-up (workflow actions) + pipeline tracking (CRM). Stage 6."
ANLY-001,ANLY,Analytics Dashboard,Traffic metrics,Sessions,Feature Inventory,Inventory §35 p.20,Planned,Pending,Pending,Pending,Pending,,Sessions/users need a web-analytics provider (GA4) and map rankings need the Google Business Profile/SERP provider; both deferred to INTG connectors.
ANLY-002,ANLY,Analytics Dashboard,Traffic metrics,Users,Feature Inventory,Inventory §35 p.20,Planned,Pending,Pending,Pending,Pending,,Sessions/users need a web-analytics provider (GA4) and map rankings need the Google Business Profile/SERP provider; both deferred to INTG connectors.
ANLY-003,ANLY,Analytics Dashboard,Traffic metrics,Traffic sources,Feature Inventory,Inventory §35 p.20,Partially Implemented,Done,Done,Partial,Pending,,Channel breakdown is computed from contacts.lead_source (organic/paid/social/referral/direct buckets) and the omnichannel per-channel rollup; true session-level traffic-source splits need the GA/GSC web-analytics connector (INTG).
ANLY-004,ANLY,Analytics Dashboard,Traffic metrics,Organic traffic,Feature Inventory,Inventory §35 p.20,Partially Implemented,Done,Done,Partial,Pending,,Channel breakdown is computed from contacts.lead_source (organic/paid/social/referral/direct buckets) and the omnichannel per-channel rollup; true session-level traffic-source splits need the GA/GSC web-analytics connector (INTG).
ANLY-005,ANLY,Analytics Dashboard,Traffic metrics,Paid traffic,Feature Inventory,Inventory §35 p.20,Partially Implemented,Done,Done,Partial,Pending,,Channel breakdown is computed from contacts.lead_source (organic/paid/social/referral/direct buckets) and the omnichannel per-channel rollup; true session-level traffic-source splits need the GA/GSC web-analytics connector (INTG).
ANLY-006,ANLY,Analytics Dashboard,Traffic metrics,Social traffic,Feature Inventory,Inventory §35 p.20,Partially Implemented,Done,Done,Partial,Pending,,Channel breakdown is computed from contacts.lead_source (organic/paid/social/referral/direct buckets) and the omnichannel per-channel rollup; true session-level traffic-source splits need the GA/GSC web-analytics connector (INTG).
ANLY-007,ANLY,Analytics Dashboard,Traffic metrics,Referral traffic,Feature Inventory,Inventory §35 p.20,Partially Implemented,Done,Done,Partial,Pending,,Channel breakdown is computed from contacts.lead_source (organic/paid/social/referral/direct buckets) and the omnichannel per-channel rollup; true session-level traffic-source splits need the GA/GSC web-analytics connector (INTG).
ANLY-008,ANLY,Analytics Dashboard,Traffic metrics,Direct traffic,Feature Inventory,Inventory §35 p.20,Partially Implemented,Done,Done,Partial,Pending,,Channel breakdown is computed from contacts.lead_source (organic/paid/social/referral/direct buckets) and the omnichannel per-channel rollup; true session-level traffic-source splits need the GA/GSC web-analytics connector (INTG).
ANLY-009,ANLY,Analytics Dashboard,SEO metrics,Keyword rankings,Feature Inventory,Inventory §35 p.20,Tested,Done,Done,Done,Pending,,"AnalyticsService::seo() computes tracked-keyword counts, top-three, page-one and a 0-100 visibility index from real keyword/ranking rows. Tested."
ANLY-010,ANLY,Analytics Dashboard,SEO metrics,Top-three keywords,Feature Inventory,Inventory §35 p.20,Tested,Done,Done,Done,Pending,,"AnalyticsService::seo() computes tracked-keyword counts, top-three, page-one and a 0-100 visibility index from real keyword/ranking rows. Tested."
ANLY-011,ANLY,Analytics Dashboard,SEO metrics,Page-one keywords,Feature Inventory,Inventory §35 p.20,Tested,Done,Done,Done,Pending,,"AnalyticsService::seo() computes tracked-keyword counts, top-three, page-one and a 0-100 visibility index from real keyword/ranking rows. Tested."
ANLY-012,ANLY,Analytics Dashboard,SEO metrics,Map rankings,Feature Inventory,Inventory §35 p.20,Planned,Pending,Pending,Pending,Pending,,Sessions/users need a web-analytics provider (GA4) and map rankings need the Google Business Profile/SERP provider; both deferred to INTG connectors.
ANLY-013,ANLY,Analytics Dashboard,SEO metrics,Organic clicks,Feature Inventory,Inventory §35 p.20,Partially Implemented,Done,Done,Partial,Pending,,Organic conversions are derived from lead_source attribution on won deals; organic click volume requires Google Search Console (INTG).
ANLY-014,ANLY,Analytics Dashboard,SEO metrics,Organic conversions,Feature Inventory,Inventory §35 p.20,Partially Implemented,Done,Done,Partial,Pending,,Organic conversions are derived from lead_source attribution on won deals; organic click volume requires Google Search Console (INTG).
ANLY-015,ANLY,Analytics Dashboard,SEO metrics,Search visibility,Feature Inventory,Inventory §35 p.20,Tested,Done,Done,Done,Pending,,"AnalyticsService::seo() computes tracked-keyword counts, top-three, page-one and a 0-100 visibility index from real keyword/ranking rows. Tested."
ANLY-016,ANLY,Analytics Dashboard,PPC metrics,Impressions,Feature Inventory,Inventory §35 p.20,Tested,Done,Done,Done,Pending,,Paid-media KPIs rolled up from ad_metrics via the divisor-guarded AdKpi (impressions/clicks/CTR/CPC/spend/conversions/CPA-CPL/ROAS). Tested including the zero-spend guard.
ANLY-017,ANLY,Analytics Dashboard,PPC metrics,Clicks,Feature Inventory,Inventory §35 p.21,Tested,Done,Done,Done,Pending,,Paid-media KPIs rolled up from ad_metrics via the divisor-guarded AdKpi (impressions/clicks/CTR/CPC/spend/conversions/CPA-CPL/ROAS). Tested including the zero-spend guard.
ANLY-018,ANLY,Analytics Dashboard,PPC metrics,CTR,Feature Inventory,Inventory §35 p.21,Tested,Done,Done,Done,Pending,,Paid-media KPIs rolled up from ad_metrics via the divisor-guarded AdKpi (impressions/clicks/CTR/CPC/spend/conversions/CPA-CPL/ROAS). Tested including the zero-spend guard.
ANLY-019,ANLY,Analytics Dashboard,PPC metrics,CPC,Feature Inventory,Inventory §35 p.21,Tested,Done,Done,Done,Pending,,Paid-media KPIs rolled up from ad_metrics via the divisor-guarded AdKpi (impressions/clicks/CTR/CPC/spend/conversions/CPA-CPL/ROAS). Tested including the zero-spend guard.
ANLY-020,ANLY,Analytics Dashboard,PPC metrics,Spend,Feature Inventory,Inventory §35 p.21,Tested,Done,Done,Done,Pending,,Paid-media KPIs rolled up from ad_metrics via the divisor-guarded AdKpi (impressions/clicks/CTR/CPC/spend/conversions/CPA-CPL/ROAS). Tested including the zero-spend guard.
